date_base,date_pred,iiindex_base,iindex_real,index_pred_0,loss_profits_0,asset_rebalancing_0,std
2019-08-29,2019-08-30,254.1,256.1,255.43627831935882,2.0000000000000284,1.3362783193588257,3.5001785668734224
2019-08-30,2019-09-02,259.05,258.00001220703126,258.9985641010106,1.04998779296875,-0.05143589898943901,0.14142135623730145
2019-09-02,2019-09-03,259.25,258.04998779296875,258.57946836948395,1.20001220703125,-0.6705316305160522,0.9899494936611505
2019-09-03,2019-09-04,257.85,257.7499938964844,257.55322445034983,0.100006103515625,-0.29677554965019226,2.7930717856868545
2019-09-04,2019-09-05,261.8,262.2000244140625,261.23968892097474,-0.4000244140625,-0.5603110790252686,1.979898987322341
2019-09-05,2019-09-06,264.6,265.70000610351565,265.01749501228335,1.100006103515625,0.4174950122833252,0.7424621202458428
2019-09-06,2019-09-09,265.65,266.20001831054685,265.4173212736845,-0.550018310546875,-0.23267872631549835,1.3435028842544645
2019-09-09,2019-09-10,267.55,267.75001220703126,267.4668228507042,-0.20001220703125,-0.08317714929580688,0.8131727983645135
2019-09-10,2019-09-11,268.7,270.2,268.65609666779636,-1.5,-0.04390333220362663,1.7677669529663689
2019-09-11,2019-09-12,271.2,270.2,271.22301578223704,-1.0,0.023015782237052917,0.0
2019-09-12,2019-09-13,271.2,270.2,271.3615379154682,-1.0,0.16153791546821594,0.0
2019-09-13,2019-09-16,271.2,271.99998779296874,271.2503214858472,0.79998779296875,0.050321485847234726,0.6010407640085815
2019-09-16,2019-09-17,272.05,271.65000610351564,272.706767308712,-0.399993896484375,0.6567673087120056,0.21213203435597228
2019-09-17,2019-09-18,271.75,272.3500061035156,272.0112715661526,0.600006103515625,0.26127156615257263,1.1313708498984922
2019-09-18,2019-09-19,273.35,273.04998168945315,272.84946993589404,0.300018310546875,-0.5005300641059875,1.2020815280171226
2019-09-19,2019-09-20,275.05,274.90000610351564,274.68418152928353,0.149993896484375,-0.36581847071647644,1.0960155108391567
2019-09-20,2019-09-23,276.6,276.20000610351565,275.8365583777428,0.399993896484375,-0.7634416222572327,0.2121320343559321
2019-09-23,2019-09-24,276.9,276.70001831054685,276.57932748794553,0.199981689453125,-0.32067251205444336,0.9545941546018553
2019-09-24,2019-09-25,278.25,276.8500061035156,278.24749075924046,1.399993896484375,-0.002509240759536624,2.616295090390218
2019-09-25,2019-09-26,274.55,275.4500244140625,273.56326322555543,-0.9000244140625,-0.9867367744445801,0.38890872965260914
2019-09-26,2019-09-27,275.1,274.1,275.96258882284167,-1.0,0.8625888228416443,2.3688077169749504
2019-09-27,2019-09-30,271.75,271.20001220703125,271.7563547878526,-0.54998779296875,0.006354787852615118,1.6970562748476978
2019-09-30,2019-10-01,274.15,273.7500061035156,273.7941232562065,0.399993896484375,-0.35587674379348755,0.7424621202458829
2019-10-01,2019-10-02,275.2,272.74998779296874,274.104612660408,2.45001220703125,-1.09538733959198,4.631549416771894
2019-10-02,2019-10-03,268.65,,268.64359984369946,,-0.0064001563005149364,
accuracy, down accuracy, acc with interval
0.56,0.6666666666666666,0.48
 ensemble, gradual, RRL, kelly, time steps, interval, layers, hidden_size, batch_size, iteration
False,True-260,n,n,20,1,2,500,20,500-300
 avg_profit, avg_loss,  avg_index, max_profit, max_loss, kelly
0.8678567068917431,-0.750006103515625,269.41999999999996,2.45001220703125,-1.5,64.57039635220832
